,h,r,t
28450,2766,2,11054
28451,2766,2,11054
28452,2766,2,11054
28453,2766,2,11054
28454,9323,2,11055
28455,9323,2,11055
28456,9323,2,11056
28457,9323,2,11054
28458,3312,2,11054
28459,3312,2,11054
28460,3312,2,11054
28461,3312,2,11054
28462,3312,2,11054
28463,5672,2,11054
28464,5672,2,11056
28465,5672,2,11056
28466,4221,2,11054
28467,4221,2,11054
28468,4221,2,11054
28469,2895,2,11054
28470,2895,2,11054
28471,2895,2,11054
28472,2895,2,11054
28473,7013,2,11056
28474,7013,2,11056
28475,7013,2,11054
28476,3958,2,11053
28477,3958,2,11053
28478,3958,2,11053
28479,3958,2,11053
28480,3958,2,11053
28481,3375,2,11053
28482,3375,2,11053
28483,7265,2,11057
28484,7265,2,11056
28485,7265,2,11057
28486,7265,2,11056
28487,3033,2,11054
28488,3033,2,11054
28489,3033,2,11054
28490,3033,2,11054
28491,3033,2,11054
28492,3033,2,11054
28493,3033,2,11054
28494,2386,2,11054
28495,2386,2,11055
28496,2386,2,11055
28497,8789,2,11053
28498,8789,2,11053
28499,8789,2,11053
28500,8789,2,11053
28501,8789,2,11053
28502,6235,2,11057
28503,6235,2,11056
28504,610,2,11056
28505,610,2,11057
28506,610,2,11056
28507,610,2,11054
28508,610,2,11057
28509,8220,2,11055
28510,8220,2,11056
28511,8925,2,11053
28512,8925,2,11053
28513,4175,2,11055
28514,4175,2,11053
28515,4175,2,11055
28516,8837,2,11053
28517,4720,2,11053
28518,4720,2,11056
28519,5631,2,11057
28520,5631,2,11053
28521,5631,2,11053
28522,5631,2,11053
28523,6738,2,11056
28524,6738,2,11057
28525,6738,2,11057
28526,6738,2,11056
28527,6738,2,11056
28528,6738,2,11056
28529,6080,2,11057
28530,6080,2,11057
28531,10102,2,11053
28532,10102,2,11053
28533,10102,2,11053
28534,4907,2,11054
28535,4907,2,11054
28536,4907,2,11054
28537,4907,2,11054
28538,9206,2,11055
28539,9206,2,11056
28540,9206,2,11057
28541,9909,2,11057
28542,9909,2,11053
28543,9909,2,11053
28544,6949,2,11053
28545,6949,2,11053
28546,6949,2,11053
28547,6949,2,11053
28548,6790,2,11056
28549,6790,2,11056
28550,6790,2,11056
28551,6790,2,11057
28552,4389,2,11053
28553,4389,2,11055
28554,1139,2,11055
28555,1139,2,11053
28556,1139,2,11053
28557,9195,2,11053
28558,9195,2,11053
28559,9195,2,11056
28560,4850,2,11054
28561,4850,2,11054
28562,4850,2,11054
28563,4850,2,11054
28564,668,2,11057
28565,668,2,11054
28566,668,2,11055
28567,9249,2,11053
28568,9249,2,11053
28569,9249,2,11053
28570,3434,2,11053
28571,3434,2,11053
28572,7219,2,11055
28573,7219,2,11056
28574,7219,2,11056
28575,8157,2,11055
28576,8157,2,11055
28577,8157,2,11055
28578,9024,2,11053
28579,9024,2,11053
28580,9024,2,11053
28581,5597,2,11055
28582,5597,2,11053
28583,6261,2,11054
28584,6261,2,11054
28585,6261,2,11054
28586,6261,2,11054
28587,6261,2,11054
28588,6261,2,11054
28589,6205,2,11053
28590,6205,2,11055
28591,6205,2,11055
28592,3063,2,11054
28593,3063,2,11054
28594,3063,2,11054
28595,3063,2,11054
28596,2863,2,11053
28597,2863,2,11056
28598,2863,2,11056
28599,2863,2,11055
28600,2863,2,11055
28601,8226,2,11053
28602,8226,2,11053
28603,8226,2,11053
28604,8226,2,11053
28605,8226,2,11056
28606,509,2,11053
28607,509,2,11056
28608,2360,2,11054
28609,2360,2,11054
28610,2360,2,11054
28611,2360,2,11054
28612,8320,2,11056
28613,8320,2,11053
28614,8320,2,11053
28615,8320,2,11053
28616,10114,2,11056
28617,10114,2,11055
28618,5245,2,11053
28619,5245,2,11056
28620,5245,2,11053
28621,5245,2,11053
28622,5245,2,11053
28623,5245,2,11053
28624,5245,2,11053
28625,4081,2,11053
28626,4081,2,11053
28627,4081,2,11053
28628,6638,2,11053
28629,6638,2,11053
28630,6638,2,11053
28631,8244,2,11053
28632,8244,2,11053
28633,5629,2,11053
28634,5629,2,11057
28635,3381,2,11055
28636,3381,2,11053
28637,3381,2,11053
28638,2285,2,11054
28639,2285,2,11054
28640,2285,2,11054
28641,2285,2,11054
28642,2285,2,11054
28643,2285,2,11054
28644,2285,2,11054
28645,5528,2,11053
28646,5528,2,11053
28647,4890,2,11054
28648,4890,2,11054
28649,4890,2,11054
28650,4890,2,11054
28651,4890,2,11054
28652,4890,2,11054
28653,4890,2,11054
28654,4890,2,11054
28655,4890,2,11054
28656,1223,2,11053
28657,8580,2,11056
28658,8580,2,11054
28659,8580,2,11056
28660,7771,2,11057
28661,7771,2,11057
28662,7771,2,11057
28663,596,2,11053
28664,596,2,11053
28665,2840,2,11054
28666,2840,2,11054
28667,9526,2,11053
28668,9526,2,11056
28669,9526,2,11056
28670,5340,2,11053
28671,5340,2,11053
28672,5340,2,11053
28673,5340,2,11056
28674,5340,2,11053
28675,1005,2,11053
28676,1005,2,11053
28677,4954,2,11053
28678,4954,2,11053
28679,989,2,11056
28680,989,2,11053
28681,989,2,11053
28682,4547,2,11056
28683,4547,2,11053
28684,4547,2,11053
28685,4547,2,11053
28686,4547,2,11053
28687,1902,2,11054
28688,1902,2,11054
28689,1902,2,11054
28690,9779,2,11055
28691,9779,2,11053
28692,9779,2,11053
28693,9779,2,11053
28694,7763,2,11056
28695,7763,2,11056
28696,3116,2,11054
28697,3116,2,11054
28698,3116,2,11054
28699,3116,2,11054
28700,3116,2,11054
28701,3116,2,11054
28702,3116,2,11054
28703,3116,2,11054
28704,1975,2,11054
28705,1975,2,11054
28706,1975,2,11054
28707,1975,2,11054
28708,8177,2,11053
28709,8177,2,11053
28710,8177,2,11053
28711,998,2,11053
28712,998,2,11053
28713,998,2,11053
28714,998,2,11053
28715,8109,2,11053
28716,8109,2,11053
28717,8109,2,11053
28718,8109,2,11053
28719,260,2,11053
28720,260,2,11053
28721,260,2,11056
28722,260,2,11053
28723,2432,2,11054
28724,2432,2,11054
28725,2432,2,11054
28726,2432,2,11054
28727,8524,2,11053
28728,8524,2,11055
28729,8524,2,11053
28730,8524,2,11053
28731,8524,2,11053
28732,7916,2,11053
28733,7916,2,11053
28734,6003,2,11056
28735,4205,2,11053
28736,4205,2,11053
28737,4205,2,11057
28738,4205,2,11056
28739,3101,2,11054
28740,3101,2,11054
28741,3101,2,11054
28742,3741,2,11053
28743,3741,2,11053
28744,3741,2,11053
28745,4541,2,11054
28746,4541,2,11054
28747,4541,2,11054
28748,4541,2,11054
28749,4541,2,11054
28750,4541,2,11054
28751,4541,2,11054
28752,4541,2,11054
28753,290,2,11056
28754,290,2,11053
28755,290,2,11053
28756,10607,2,11053
28757,1211,2,11055
28758,1211,2,11053
28759,1211,2,11053
28760,6339,2,11056
28761,6339,2,11056
28762,6339,2,11056
28763,6339,2,11056
28764,6339,2,11057
28765,3673,2,11056
28766,3673,2,11053
28767,9274,2,11056
28768,9274,2,11056
28769,9274,2,11053
28770,3235,2,11054
28771,3235,2,11054
28772,9960,2,11053
28773,9960,2,11053
28774,9960,2,11053
28775,9960,2,11053
28776,9960,2,11053
28777,969,2,11055
28778,969,2,11057
28779,969,2,11053
28780,8089,2,11054
28781,8089,2,11054
28782,8089,2,11054
28783,8110,2,11053
28784,8110,2,11053
28785,8110,2,11053
28786,2516,2,11054
28787,2516,2,11054
28788,2516,2,11054
28789,2516,2,11054
28790,575,2,11053
28791,575,2,11053
28792,5316,2,11055
28793,5316,2,11055
28794,2653,2,11054
28795,2653,2,11054
28796,7739,2,11053
28797,7739,2,11055
28798,7739,2,11053
28799,8088,2,11053
28800,8088,2,11053
28801,1360,2,11055
28802,1360,2,11055
28803,5388,2,11053
28804,5388,2,11053
28805,625,2,11055
28806,625,2,11057
28807,625,2,11057
28808,10357,2,11053
28809,10357,2,11053
28810,10357,2,11053
28811,10357,2,11053
28812,1535,2,11055
28813,1535,2,11055
28814,1535,2,11053
28815,1535,2,11053
28816,1402,2,11053
28817,1402,2,11055
28818,1402,2,11056
28819,1518,2,11053
28820,1518,2,11053
28821,9308,2,11055
28822,9308,2,11055
28823,9308,2,11053
28824,9308,2,11055
28825,9308,2,11055
28826,9308,2,11053
28827,9308,2,11055
28828,9308,2,11054
28829,9308,2,11053
28830,2153,2,11057
28831,2368,2,11054
28832,2368,2,11056
28833,2368,2,11056
28834,6768,2,11053
28835,6768,2,11056
28836,6768,2,11056
28837,580,2,11053
28838,580,2,11053
28839,580,2,11053
28840,5348,2,11056
28841,5348,2,11053
28842,5348,2,11056
28843,244,2,11055
28844,244,2,11053
28845,123,2,11053
28846,123,2,11053
28847,123,2,11053
28848,6083,2,11053
28849,1537,2,11057
28850,1537,2,11056
28851,1537,2,11054
28852,1537,2,11055
28853,4510,2,11053
28854,4510,2,11056
28855,4510,2,11053
28856,4510,2,11053
28857,8813,2,11056
28858,8813,2,11054
28859,10110,2,11057
28860,10110,2,11057
28861,10110,2,11057
28862,10110,2,11057
28863,10110,2,11055
28864,10110,2,11055
28865,10110,2,11055
28866,9095,2,11053
28867,9095,2,11053
28868,9095,2,11053
28869,10211,2,11053
28870,10211,2,11053
28871,4415,2,11053
28872,4415,2,11053
28873,8967,2,11053
28874,8967,2,11053
28875,4306,2,11054
28876,4306,2,11054
28877,4306,2,11054
28878,4306,2,11054
28879,4306,2,11054
28880,4306,2,11054
28881,4306,2,11054
28882,4282,2,11054
28883,4282,2,11054
28884,1295,2,11053
28885,1295,2,11053
28886,1295,2,11054
28887,1295,2,11053
28888,1295,2,11056
28889,1295,2,11055
28890,1295,2,11053
28891,1295,2,11053
28892,1295,2,11053
28893,1295,2,11055
28894,3317,2,11054
28895,3317,2,11054
28896,3317,2,11054
28897,3317,2,11054
28898,3317,2,11054
28899,1389,2,11054
28900,1389,2,11056
28901,1389,2,11056
28902,3756,2,11053
28903,3756,2,11053
28904,6704,2,11056
28905,6704,2,11057
28906,6704,2,11056
28907,2208,2,11053
28908,2208,2,11053
28909,2208,2,11053
28910,1098,2,11053
28911,1098,2,11053
28912,8221,2,11053
28913,8221,2,11055
28914,8221,2,11053
28915,8221,2,11053
28916,8221,2,11053
28917,8221,2,11053
28918,2979,2,11057
28919,2979,2,11055
28920,2979,2,11055
28921,2909,2,11055
28922,2909,2,11055
28923,9390,2,11053
28924,9390,2,11053
28925,9390,2,11053
28926,9390,2,11053
28927,9390,2,11053
28928,9390,2,11055
28929,9390,2,11053
28930,9390,2,11055
28931,3592,2,11055
28932,3592,2,11054
28933,8138,2,11053
28934,8138,2,11053
28935,8138,2,11053
28936,4715,2,11056
28937,4715,2,11056
28938,4715,2,11053
28939,9248,2,11057
28940,9248,2,11056
28941,6020,2,11057
28942,6020,2,11056
28943,6020,2,11056
28944,6020,2,11057
28945,6489,2,11056
28946,6489,2,11056
28947,6489,2,11056
28948,1787,2,11053
28949,1787,2,11053
28950,9223,2,11053
28951,9223,2,11053
28952,9223,2,11053
28953,9223,2,11053
28954,9942,2,11053
28955,9942,2,11053
28956,9942,2,11053
28957,4768,2,11054
28958,4768,2,11054
28959,4768,2,11054
28960,4768,2,11054
28961,4768,2,11054
28962,4768,2,11054
28963,4768,2,11054
28964,4768,2,11054
28965,4768,2,11054
28966,9956,2,11056
28967,9956,2,11056
28968,9956,2,11056
28969,5165,2,11055
28970,5165,2,11055
28971,5165,2,11055
28972,8227,2,11053
28973,7218,2,11054
28974,7218,2,11056
28975,9920,2,11057
28976,9920,2,11055
28977,9920,2,11057
28978,5457,2,11057
28979,5457,2,11053
28980,5457,2,11057
28981,5457,2,11055
28982,5457,2,11055
28983,3604,2,11055
28984,3604,2,11056
28985,9733,2,11057
28986,9733,2,11053
28987,9391,2,11053
28988,9391,2,11053
28989,9391,2,11053
28990,10016,2,11057
28991,10016,2,11053
28992,10016,2,11057
28993,7410,2,11055
28994,7410,2,11055
28995,328,2,11055
28996,328,2,11057
28997,10325,2,11053
28998,10325,2,11057
28999,10325,2,11057
29000,10172,2,11056
29001,10172,2,11055
29002,10172,2,11053
29003,10172,2,11053
29004,10172,2,11053
29005,10519,2,11053
29006,10519,2,11053
29007,120,2,11053
29008,120,2,11055
29009,1761,2,11055
29010,1761,2,11056
29011,1761,2,11055
29012,1761,2,11057
29013,1761,2,11057
29014,7986,2,11057
29015,7986,2,11055
29016,3555,2,11053
29017,3555,2,11053
29018,3555,2,11053
29019,3555,2,11055
29020,3555,2,11053
29021,4497,2,11053
29022,4497,2,11053
29023,4497,2,11053
29024,4497,2,11053
29025,4497,2,11053
29026,4497,2,11053
29027,5774,2,11056
29028,9211,2,11053
29029,9211,2,11053
29030,9211,2,11057
29031,2975,2,11054
29032,2975,2,11054
29033,867,2,11053
29034,867,2,11053
29035,867,2,11053
29036,867,2,11053
29037,867,2,11053
29038,6270,2,11057
29039,6270,2,11057
29040,6270,2,11056
29041,6270,2,11056
29042,6270,2,11056
29043,6270,2,11056
29044,4167,2,11054
29045,4167,2,11054
29046,4167,2,11054
29047,4167,2,11054
29048,4167,2,11054
29049,2748,2,11054
29050,2748,2,11054
29051,2748,2,11054
29052,2748,2,11054
29053,2748,2,11054
29054,5177,2,11053
29055,5177,2,11053
29056,5177,2,11053
29057,5177,2,11055
29058,5177,2,11056
29059,5177,2,11053
29060,3098,2,11054
29061,3098,2,11054
29062,3098,2,11054
29063,3098,2,11054
29064,6843,2,11056
29065,9969,2,11053
29066,9969,2,11056
29067,9969,2,11053
29068,9969,2,11053
29069,9969,2,11053
29070,2521,2,11054
29071,2521,2,11054
29072,2521,2,11054
29073,2521,2,11054
29074,1361,2,11055
29075,1361,2,11055
29076,1361,2,11055
29077,7542,2,11056
29078,4964,2,11053
29079,4964,2,11053
29080,3287,2,11054
29081,3287,2,11054
29082,3287,2,11054
29083,2174,2,11054
29084,2174,2,11054
29085,2174,2,11054
29086,9157,2,11053
29087,9157,2,11053
29088,9157,2,11053
29089,9157,2,11053
29090,9157,2,11053
29091,5636,2,11053
29092,5636,2,11055
29093,5636,2,11055
29094,5636,2,11055
29095,435,2,11053
29096,435,2,11053
29097,435,2,11053
29098,435,2,11053
29099,435,2,11053
29100,435,2,11053
29101,1503,2,11057
29102,1503,2,11053
29103,1503,2,11053
29104,7674,2,11053
29105,7674,2,11053
29106,7674,2,11053
29107,7674,2,11053
29108,7912,2,11053
29109,7912,2,11053
29110,7912,2,11053
29111,7912,2,11053
29112,1336,2,11053
29113,1336,2,11053
29114,5277,2,11053
29115,5277,2,11055
29116,3503,2,11055
29117,3503,2,11054
29118,3503,2,11055
29119,2781,2,11054
29120,2781,2,11054
29121,2781,2,11054
29122,5380,2,11055
29123,5380,2,11053
29124,3468,2,11055
29125,6847,2,11055
29126,6847,2,11053
29127,6847,2,11053
29128,6847,2,11055
29129,5728,2,11057
29130,5728,2,11057
29131,5728,2,11057
29132,8804,2,11054
29133,8804,2,11053
29134,8804,2,11054
29135,8804,2,11056
29136,756,2,11053
29137,756,2,11056
29138,756,2,11053
29139,10307,2,11056
29140,10307,2,11056
29141,287,2,11056
29142,287,2,11057
29143,9341,2,11053
29144,9341,2,11053
29145,4607,2,11056
29146,4607,2,11053
29147,10560,2,11053
29148,10560,2,11053
29149,10560,2,11053
29150,10560,2,11053
29151,2159,2,11054
29152,2159,2,11054
29153,2159,2,11054
29154,9734,2,11055
29155,9734,2,11055
29156,9543,2,11053
29157,9543,2,11055
29158,9543,2,11055
29159,9543,2,11055
29160,1444,2,11053
29161,1444,2,11053
29162,1444,2,11053
29163,1444,2,11053
29164,2068,2,11054
29165,2068,2,11054
29166,2068,2,11054
29167,2068,2,11054
29168,2068,2,11054
29169,2068,2,11054
29170,2068,2,11054
29171,2068,2,11054
29172,2393,2,11054
29173,2393,2,11054
29174,2393,2,11054
29175,2393,2,11054
29176,3869,2,11054
29177,3869,2,11054
29178,3869,2,11054
29179,3869,2,11054
29180,3869,2,11054
29181,3869,2,11054
29182,3869,2,11054
29183,3869,2,11054
29184,6451,2,11055
29185,6451,2,11055
29186,9464,2,11055
29187,9464,2,11053
29188,9464,2,11055
29189,9464,2,11053
29190,3751,2,11053
29191,3751,2,11053
29192,5500,2,11053
29193,5500,2,11053
29194,2777,2,11056
29195,2777,2,11054
29196,2777,2,11055
29197,4977,2,11053
29198,4977,2,11056
29199,10628,2,11053
29200,10628,2,11053
29201,10628,2,11053
29202,10628,2,11053
29203,10628,2,11053
29204,3727,2,11053
29205,3727,2,11053
29206,3727,2,11053
29207,3064,2,11054
29208,3064,2,11054
29209,3064,2,11054
29210,6579,2,11056
29211,6579,2,11054
29212,6579,2,11056
29213,7036,2,11054
29214,7036,2,11054
29215,7036,2,11054
29216,7036,2,11054
29217,9287,2,11053
29218,9287,2,11053
29219,5027,2,11054
29220,2020,2,11054
29221,2020,2,11054
29222,2020,2,11054
29223,2020,2,11054
29224,2020,2,11054
29225,2020,2,11054
29226,2020,2,11054
29227,2589,2,11054
29228,2589,2,11054
29229,2589,2,11054
29230,2589,2,11054
29231,2589,2,11054
29232,8168,2,11056
29233,8168,2,11056
29234,8168,2,11055
29235,2187,2,11056
29236,2187,2,11057
29237,2187,2,11056
29238,9267,2,11055
29239,9267,2,11055
29240,5160,2,11053
29241,5160,2,11053
29242,5160,2,11053
29243,5160,2,11053
29244,10193,2,11053
29245,10193,2,11053
29246,10193,2,11053
29247,10193,2,11053
29248,10193,2,11053
29249,6120,2,11053
29250,6120,2,11053
29251,6120,2,11053
29252,6120,2,11053
29253,9607,2,11053
29254,6225,2,11057
29255,6225,2,11056
29256,6225,2,11056
29257,3791,2,11054
29258,3791,2,11054
29259,3791,2,11054
29260,4467,2,11053
29261,4467,2,11053
29262,4467,2,11053
29263,4467,2,11053
29264,4467,2,11053
29265,5156,2,11053
29266,5156,2,11053
29267,5156,2,11053
29268,2693,2,11054
29269,2693,2,11054
29270,2693,2,11054
29271,8867,2,11053
29272,8867,2,11053
29273,10599,2,11055
29274,10599,2,11055
29275,10599,2,11055
29276,10474,2,11053
29277,10474,2,11053
29278,10474,2,11056
29279,4557,2,11054
29280,4557,2,11054
29281,4775,2,11054
29282,4775,2,11054
29283,1601,2,11053
29284,1601,2,11053
29285,1601,2,11053
29286,3501,2,11053
29287,3501,2,11053
29288,3501,2,11057
29289,3501,2,11053
29290,10553,2,11055
29291,10553,2,11055
29292,10553,2,11055
29293,10553,2,11053
29294,10553,2,11055
29295,10553,2,11055
29296,10553,2,11053
29297,10553,2,11055
29298,10553,2,11055
29299,10553,2,11055
29300,7950,2,11053
29301,7950,2,11053
29302,7950,2,11053
29303,8032,2,11057
29304,8032,2,11057
29305,8032,2,11057
29306,4722,2,11053
29307,4722,2,11053
29308,8449,2,11055
29309,8449,2,11056
29310,5378,2,11055
29311,5378,2,11053
29312,5378,2,11053
29313,5378,2,11053
29314,5378,2,11056
29315,5378,2,11053
29316,5378,2,11054
29317,2023,2,11054
29318,2023,2,11054
29319,2023,2,11054
29320,2023,2,11054
29321,2023,2,11054
29322,2023,2,11054
29323,2023,2,11054
29324,2023,2,11054
29325,2023,2,11054
29326,8572,2,11054
29327,8572,2,11056
29328,8572,2,11056
29329,8572,2,11056
29330,8572,2,11056
29331,3288,2,11054
29332,3288,2,11054
29333,3288,2,11054
29334,3288,2,11054
29335,3288,2,11054
29336,3288,2,11054
29337,10197,2,11053
29338,10197,2,11053
29339,10197,2,11053
29340,10197,2,11053
29341,8689,2,11053
29342,8689,2,11053
29343,8689,2,11053
29344,8689,2,11055
29345,9530,2,11053
29346,9530,2,11053
29347,9530,2,11053
29348,9530,2,11053
29349,9530,2,11053
29350,4340,2,11054
29351,4340,2,11054
29352,4340,2,11054
29353,4340,2,11054
29354,7727,2,11053
29355,7727,2,11053
29356,3232,2,11054
29357,3232,2,11054
29358,3232,2,11054
29359,3232,2,11054
29360,3232,2,11054
29361,3232,2,11054
29362,6543,2,11057
29363,6543,2,11057
29364,6543,2,11056
29365,6543,2,11056
29366,8091,2,11053
29367,10251,2,11056
29368,10251,2,11056
29369,2085,2,11054
29370,2085,2,11054
29371,1137,2,11053
29372,1137,2,11053
29373,1137,2,11053
29374,1137,2,11053
29375,1137,2,11057
29376,1137,2,11053
29377,10143,2,11053
29378,10143,2,11053
29379,10143,2,11055
29380,2073,2,11054
29381,2073,2,11054
29382,2073,2,11054
29383,2073,2,11054
29384,7722,2,11056
29385,7722,2,11055
29386,7722,2,11053
29387,7722,2,11055
29388,7722,2,11054
29389,7722,2,11053
29390,387,2,11053
29391,387,2,11053
29392,387,2,11055
29393,8953,2,11053
29394,8953,2,11057
29395,8953,2,11055
29396,5035,2,11055
29397,5035,2,11053
29398,5035,2,11053
29399,5035,2,11053
29400,3835,2,11054
29401,3835,2,11054
29402,3835,2,11054
29403,276,2,11053
29404,956,2,11057
29405,956,2,11053
29406,956,2,11056
29407,956,2,11056
29408,956,2,11057
29409,956,2,11054
29410,956,2,11053
29411,956,2,11057
29412,956,2,11057
29413,956,2,11053
29414,956,2,11056
29415,956,2,11055
29416,956,2,11054
29417,956,2,11057
29418,956,2,11055
29419,956,2,11057
29420,956,2,11053
29421,956,2,11053
29422,956,2,11056
29423,1126,2,11053
29424,1126,2,11053
29425,1806,2,11057
29426,1806,2,11053
29427,1806,2,11053
29428,1806,2,11053
29429,1806,2,11057
29430,1806,2,11056
29431,9880,2,11053
29432,9880,2,11053
29433,1462,2,11053
29434,1462,2,11053
29435,1462,2,11053
29436,1462,2,11053
29437,4329,2,11056
29438,4329,2,11057
29439,4329,2,11056
29440,10124,2,11056
29441,10124,2,11053
29442,10124,2,11057
29443,10124,2,11053
29444,10124,2,11053
29445,10124,2,11057
29446,5031,2,11054
29447,5031,2,11054
29448,5031,2,11054
29449,5031,2,11054
29450,5031,2,11054
29451,5031,2,11054
29452,2631,2,11054
29453,2631,2,11054
29454,2631,2,11054
29455,5430,2,11053
29456,5430,2,11053
29457,1948,2,11056
29458,1948,2,11057
29459,3480,2,11053
29460,7061,2,11057
29461,7061,2,11053
29462,7061,2,11056
29463,6311,2,11057
29464,6311,2,11056
29465,6311,2,11057
29466,7097,2,11057
29467,7097,2,11053
29468,7097,2,11055
29469,8724,2,11053
29470,8724,2,11053
29471,7443,2,11054
29472,7443,2,11054
29473,7443,2,11054
29474,9843,2,11055
29475,9843,2,11055
29476,9843,2,11055
29477,9843,2,11055
29478,9937,2,11056
29479,1519,2,11053
29480,1519,2,11053
29481,2810,2,11054
29482,2810,2,11054
29483,2810,2,11054
29484,2810,2,11054
29485,6856,2,11056
29486,6856,2,11057
29487,6856,2,11056
29488,10198,2,11055
29489,10198,2,11055
29490,2443,2,11056
29491,2443,2,11053
29492,2443,2,11053
29493,2443,2,11057
29494,2443,2,11053
29495,937,2,11053
29496,3830,2,11054
29497,3830,2,11054
29498,7250,2,11057
29499,7250,2,11056
29500,7250,2,11056
29501,9671,2,11053
29502,9671,2,11053
29503,9671,2,11053
29504,9671,2,11053
29505,9671,2,11053
29506,8762,2,11057
29507,8021,2,11056
29508,8021,2,11053
29509,7942,2,11055
29510,7942,2,11053
29511,5686,2,11053
29512,5686,2,11055
29513,1078,2,11053
29514,1078,2,11053
29515,1078,2,11055
29516,2802,2,11054
29517,2802,2,11054
29518,2802,2,11054
29519,32,2,11055
29520,32,2,11053
29521,1454,2,11053
29522,1454,2,11053
29523,1454,2,11053
29524,5344,2,11057
29525,2849,2,11054
29526,2849,2,11054
29527,2849,2,11054
29528,2849,2,11054
29529,3590,2,11053
29530,477,2,11055
29531,477,2,11056
29532,477,2,11055
29533,477,2,11056
29534,5129,2,11054
29535,5129,2,11054
29536,5129,2,11054
29537,4959,2,11054
29538,4959,2,11054
29539,8407,2,11055
29540,4732,2,11056
29541,4732,2,11056
29542,4732,2,11056
29543,5479,2,11053
29544,5479,2,11053
29545,5479,2,11056
29546,5479,2,11057
29547,128,2,11053
29548,128,2,11057
29549,128,2,11056
29550,128,2,11053
29551,128,2,11057
29552,128,2,11056
29553,7801,2,11053
29554,7801,2,11057
29555,10289,2,11056
29556,10289,2,11056
29557,9236,2,11057
29558,9236,2,11053
29559,9236,2,11053
29560,6788,2,11056
29561,6788,2,11056
29562,6788,2,11057
29563,4017,2,11053
29564,4017,2,11053
29565,4017,2,11053
29566,4017,2,11053
29567,5851,2,11053
29568,5851,2,11053
29569,5851,2,11053
29570,9482,2,11053
29571,9482,2,11053
29572,9482,2,11053
29573,312,2,11053
29574,312,2,11053
29575,312,2,11053
29576,312,2,11053
29577,312,2,11053
29578,1220,2,11053
29579,1220,2,11053
29580,1220,2,11053
29581,1220,2,11053
29582,7015,2,11056
29583,7015,2,11056
29584,7015,2,11056
29585,7015,2,11054
29586,713,2,11054
29587,713,2,11055
29588,713,2,11054
29589,413,2,11053
29590,413,2,11053
29591,413,2,11053
29592,704,2,11053
29593,704,2,11056
29594,704,2,11053
29595,704,2,11053
29596,8286,2,11057
29597,8286,2,11057
29598,8286,2,11057
29599,1551,2,11053
29600,1551,2,11053
29601,1551,2,11053
29602,1551,2,11053
29603,2181,2,11053
29604,2181,2,11053
29605,2181,2,11053
29606,2181,2,11053
29607,582,2,11053
29608,582,2,11055
29609,582,2,11055
29610,3759,2,11053
29611,3759,2,11053
29612,3759,2,11055
29613,3759,2,11056
29614,3759,2,11055
29615,3759,2,11053
29616,1308,2,11053
29617,1308,2,11053
29618,1308,2,11053
29619,1308,2,11053
29620,6214,2,11056
29621,6214,2,11056
29622,6214,2,11056
29623,2951,2,11054
29624,2951,2,11054
29625,2951,2,11054
29626,2128,2,11053
29627,2128,2,11053
29628,2128,2,11053
29629,2128,2,11053
29630,2128,2,11055
29631,9888,2,11053
29632,9888,2,11053
29633,9888,2,11053
29634,9888,2,11053
29635,9888,2,11053
29636,9888,2,11053
29637,196,2,11053
29638,196,2,11053
29639,2971,2,11054
29640,2971,2,11054
29641,2971,2,11054
29642,2971,2,11054
29643,2971,2,11054
29644,2971,2,11054
29645,7694,2,11056
29646,7694,2,11056
29647,1437,2,11056
29648,1437,2,11055
29649,1437,2,11053
29650,4655,2,11053
29651,4655,2,11053
29652,8327,2,11053
29653,1864,2,11054
29654,1864,2,11054
29655,1864,2,11054
29656,1864,2,11054
29657,1864,2,11054
29658,1864,2,11054
29659,5816,2,11057
29660,5816,2,11056
29661,1304,2,11053
29662,1304,2,11053
29663,6307,2,11056
29664,6307,2,11057
29665,279,2,11053
29666,279,2,11053
29667,279,2,11053
29668,279,2,11053
29669,7913,2,11057
29670,7913,2,11053
29671,3762,2,11054
29672,3762,2,11054
29673,3762,2,11054
29674,3762,2,11054
29675,3762,2,11054
29676,3762,2,11054
29677,3762,2,11054
29678,6633,2,11056
29679,6633,2,11056
29680,6633,2,11057
29681,6633,2,11056
29682,9696,2,11054
29683,9696,2,11054
29684,9696,2,11054
29685,9696,2,11054
29686,9696,2,11054
29687,9696,2,11054
29688,4392,2,11053
29689,4392,2,11053
29690,4392,2,11053
29691,4392,2,11053
29692,7896,2,11055
29693,7896,2,11055
29694,1033,2,11057
29695,1033,2,11057
29696,1033,2,11054
29697,8489,2,11056
29698,8489,2,11056
29699,997,2,11057
29700,997,2,11057
29701,997,2,11053
29702,9666,2,11053
29703,9666,2,11053
29704,4082,2,11056
29705,4082,2,11056
29706,7998,2,11055
29707,7998,2,11053
29708,7540,2,11054
29709,7540,2,11056
29710,7540,2,11057
29711,2695,2,11053
29712,2695,2,11053
29713,2695,2,11053
29714,2695,2,11053
29715,6053,2,11053
29716,6053,2,11056
29717,6053,2,11056
29718,9283,2,11053
29719,9283,2,11053
29720,7895,2,11054
29721,7895,2,11053
29722,5194,2,11053
29723,5194,2,11053
29724,5194,2,11053
29725,9713,2,11055
29726,9713,2,11053
29727,9713,2,11053
29728,3966,2,11054
29729,3966,2,11054
29730,3966,2,11054
29731,3966,2,11054
29732,3966,2,11054
