,h,r,t
30592,5324,0,10812
14808,2600,0,11021
4424,776,0,10891
21813,3868,0,11020
23926,4215,0,11018
20368,3606,0,10879
54813,10456,0,10812
40655,7430,0,10806
45462,8456,0,10869
19421,3425,0,10753
8464,1475,0,10764
23002,4066,0,11023
45239,8403,0,10727
54954,10488,0,10735
48948,9166,0,10766
49315,9236,0,10717
34842,6212,0,10828
32813,5777,0,10717
1834,332,0,10764
33580,5943,0,10940
21286,3779,0,10746
51649,9725,0,10714
54456,10373,0,10795
41722,7658,0,10726
5227,902,0,10762
25250,4416,0,10894
11983,2107,0,11023
2068,371,0,10727
32442,5692,0,10787
15327,2691,0,11025
13328,2344,0,10727
54532,10388,0,10916
17834,3141,0,11022
32609,5732,0,10744
4909,851,0,10719
35690,6379,0,10758
12916,2263,0,10996
33833,5995,0,10787
55717,10654,0,10757
39722,7248,0,10717
54724,10436,0,11052
23232,4101,0,11018
38171,6940,0,10734
34509,6135,0,10757
5545,952,0,10882
8362,1459,0,10744
32532,5712,0,10792
53461,10139,0,10820
15744,2765,0,11024
2507,436,0,10822
16201,2842,0,11024
40161,7334,0,10803
32108,5626,0,10734
29446,5105,0,10717
22700,4021,0,11018
34732,6187,0,10717
25882,4510,0,10795
41203,7554,0,10747
23780,4193,0,10714
8602,1504,0,10963
21727,3858,0,11021
15185,2664,0,10725
43627,8043,0,10771
40963,7490,0,10829
12105,2125,0,10717
1818,330,0,10752
44707,8291,0,10929
50596,9504,0,10715
23462,4137,0,11022
41429,7602,0,10880
37996,6901,0,10787
31020,5408,0,10735
36116,6471,0,10979
30182,5245,0,10795
48274,9026,0,10830
34620,6160,0,10735
52829,10000,0,10795
29490,5112,0,11034
34160,6067,0,10795
28233,4901,0,11023
5290,907,0,10719
15921,2796,0,11023
46014,8572,0,10851
34989,6243,0,10728
55056,10513,0,10885
56015,10712,0,10861
34423,6116,0,10766
31703,5547,0,10738
27552,4813,0,11019
51032,9595,0,10764
2617,453,0,10724
13869,2437,0,11024
35386,6315,0,10940
38852,7075,0,10774
16072,2818,0,11017
44135,8157,0,10843
6539,1119,0,10715
30481,5301,0,10818
45650,8501,0,10764
3040,529,0,10764
30054,5225,0,10909
24522,4308,0,10803
46120,8595,0,10727
46031,8576,0,10868
16331,2868,0,10717
30399,5288,0,10726
43681,8057,0,10730
41735,7660,0,10720
3975,711,0,10776
2496,435,0,10766
52700,9967,0,10835
32131,5630,0,10801
6654,1132,0,10736
19444,3429,0,10903
41883,7693,0,10717
37654,6823,0,10884
32429,5689,0,10744
25394,4442,0,10753
50370,9456,0,10717
14536,2558,0,11017
1427,259,0,10717
35659,6371,0,10979
16481,2899,0,10735
2994,519,0,10716
36733,6618,0,10940
52903,10017,0,10908
29204,5063,0,10770
20243,3581,0,10753
29752,5160,0,10720
35488,6338,0,10795
23473,4140,0,10734
35382,6314,0,10940
22939,4057,0,10755
39797,7266,0,10726
14290,2518,0,11021
40557,7411,0,10734
6441,1102,0,10744
6336,1084,0,10764
21497,3820,0,10812
25526,4458,0,11019
30824,5367,0,10721
21323,3788,0,11019
43510,8022,0,10807
52216,9853,0,10803
15974,2803,0,11020
21701,3854,0,11020
15567,2735,0,10727
10228,1820,0,10755
5601,958,0,10757
40866,7471,0,11022
43483,8015,0,10753
8827,1548,0,10876
39432,7190,0,10940
55549,10623,0,10740
23754,4189,0,10723
18729,3304,0,11022
31744,5556,0,10715
7331,1256,0,10756
37168,6717,0,10940
55347,10585,0,10717
1476,269,0,10830
31547,5519,0,10715
1399,254,0,10753
28990,5031,0,11026
36189,6489,0,10979
32520,5708,0,10734
38437,7001,0,10936
19597,3458,0,10774
51987,9802,0,10867
52707,9969,0,10778
8418,1465,0,10773
27567,4816,0,11023
29889,5186,0,10717
12620,2213,0,10779
24135,4241,0,11020
46834,8730,0,10717
34504,6134,0,10812
51002,9589,0,10715
46083,8587,0,10756
34841,6212,0,10787
49382,9254,0,10717
36356,6528,0,10988
12454,2186,0,11019
46689,8705,0,10753
27705,4836,0,10715
40319,7363,0,10830
15967,2803,0,11019
48551,9081,0,10781
15580,2737,0,10800
15759,2768,0,11020
33051,5832,0,10766
22935,4056,0,11023
8596,1502,0,10728
15358,2696,0,10715
21835,3870,0,11022
12889,2259,0,11027
23475,4140,0,10866
24470,4300,0,11021
51250,9642,0,10717
21644,3847,0,11022
691,121,0,10795
19079,3362,0,10717
54362,10351,0,10828
47288,8816,0,10789
8066,1383,0,10745
8881,1560,0,10725
39868,7282,0,10954
11522,2027,0,11018
51256,9643,0,10891
49882,9353,0,10764
22540,3995,0,11018
38912,7087,0,10810
12116,2128,0,10719
16332,2868,0,10723
52046,9813,0,10715
22865,4048,0,11034
598,105,0,10848
26525,4616,0,10854
46042,8577,0,10994
911,169,0,10896
43849,8093,0,10778
12959,2272,0,10850
39494,7206,0,11025
42002,7718,0,10846
52639,9952,0,10762
53131,10072,0,10795
8217,1421,0,10787
42718,7858,0,10777
32503,5703,0,10878
53416,10128,0,10802
55302,10576,0,10779
43166,7951,0,11020
17965,3159,0,11017
53745,10206,0,10717
41204,7554,0,10727
13,3,0,10724
30141,5243,0,10795
34051,6044,0,10940
32658,5739,0,10727
26082,4547,0,10727
34142,6063,0,10764
51915,9788,0,10768
2971,514,0,10913
47338,8826,0,10717
19735,3484,0,10742
16597,2921,0,11017
41322,7580,0,10795
46276,8617,0,10793
12778,2240,0,10726
4396,773,0,10755
33970,6025,0,10715
21278,3777,0,11022
44870,8322,0,10794
12568,2204,0,10753
17777,3132,0,11021
3807,688,0,10752
22468,3980,0,10717
13562,2384,0,11017
17124,3016,0,11024
26788,4669,0,11005
40242,7349,0,10851
50793,9546,0,10717
21184,3761,0,10853
49549,9293,0,10717
12535,2202,0,11019
13171,2312,0,11022
47539,8873,0,10717
47181,8795,0,10715
41125,7530,0,10767
19800,3496,0,10811
18675,3293,0,11023
31995,5600,0,10820
14623,2569,0,11023
42097,7737,0,10822
29784,5167,0,10812
47215,8801,0,10745
7864,1357,0,10803
40977,7492,0,10727
2585,448,0,10800
19658,3467,0,10766
55443,10605,0,10717
49832,9346,0,10773
8973,1577,0,10753
24786,4342,0,11023
32689,5746,0,10828
29119,5051,0,11024
28273,4909,0,10764
6462,1106,0,10806
12170,2139,0,11021
18779,3312,0,11027
25113,4393,0,11021
10690,1901,0,11022
53901,10242,0,10773
40964,7490,0,10903
17760,3128,0,10731
14372,2531,0,10743
52378,9888,0,10727
6873,1167,0,10717
41266,7566,0,10870
26126,4553,0,10775
30718,5349,0,10802
35777,6397,0,10755
53784,10214,0,10764
7424,1276,0,10764
7470,1286,0,10735
53151,10078,0,10734
46072,8585,0,10779
43911,8110,0,10803
38390,6988,0,10800
11187,1974,0,11021
29050,5038,0,11021
44571,8260,0,10795
47119,8782,0,10755
15647,2749,0,11027
54355,10350,0,10717
37758,6846,0,10785
23004,4066,0,11020
28225,4901,0,11034
45233,8402,0,10718
55857,10675,0,10755
54734,10439,0,10734
24748,4338,0,11025
43755,8072,0,10730
20370,3606,0,10900
42540,7826,0,10715
20646,3665,0,10725
1518,280,0,10794
23261,4107,0,11017
29573,5126,0,11023
51680,9733,0,10717
34366,6101,0,10940
1227,226,0,10846
1662,304,0,10717
49834,9347,0,10766
39042,7112,0,10940
40711,7441,0,10748
8157,1404,0,10787
5766,979,0,10779
1358,246,0,10796
49421,9265,0,10740
4511,792,0,10730
6947,1180,0,10899
54603,10406,0,10850
13064,2291,0,11020
52947,10029,0,10745
10747,1910,0,11017
16285,2857,0,11021
30035,5220,0,10727
4206,742,0,10764
50162,9415,0,10797
19849,3509,0,10795
51615,9721,0,10727
6078,1038,0,10761
50786,9544,0,10735
46866,8738,0,10719
17062,3004,0,11024
40414,7382,0,10851
34008,6034,0,10755
17044,3002,0,11026
5130,895,0,10734
8669,1520,0,10863
30421,5289,0,10866
38525,7016,0,10828
8313,1449,0,10795
39975,7303,0,10940
4335,762,0,10778
29511,5115,0,10727
33298,5885,0,10764
38338,6979,0,10714
41251,7562,0,10764
27949,4866,0,11019
42203,7756,0,10734
42711,7856,0,10795
10441,1859,0,11023
34616,6159,0,10948
44210,8178,0,10738
2377,411,0,10723
23252,4105,0,10996
24999,4373,0,11022
25333,4430,0,10720
36341,6524,0,10828
47374,8834,0,10795
43257,7974,0,10753
14185,2495,0,10745
50650,9512,0,10989
26806,4672,0,10830
32637,5736,0,10727
48819,9136,0,10734
13367,2351,0,11017
11278,1987,0,11024
41748,7661,0,10795
52882,10013,0,10714
50686,9522,0,10825
16251,2851,0,10815
13820,2429,0,10751
6271,1072,0,10894
38119,6929,0,10717
36724,6616,0,10940
39433,7190,0,10787
13565,2384,0,10996
55206,10553,0,10745
6384,1091,0,10753
10972,1944,0,10764
370,69,0,10791
4326,761,0,10742
20280,3586,0,10745
4093,727,0,10865
52562,9934,0,10891
24444,4294,0,10796
31330,5474,0,10832
24513,4306,0,11026
47154,8789,0,10715
38559,7024,0,10834
31078,5422,0,10834
47030,8768,0,10736
48445,9061,0,10826
16984,2990,0,10812
7970,1366,0,10736
35736,6388,0,10988
48824,9136,0,10735
48043,8976,0,10766
53297,10104,0,10734
34163,6067,0,10811
55022,10504,0,10728
11129,1966,0,11026
9762,1717,0,10726
18336,3229,0,10878
37913,6882,0,10828
4094,727,0,10734
6690,1139,0,10727
53603,10174,0,10806
40375,7374,0,10880
3596,638,0,10779
53894,10241,0,11049
48516,9074,0,10814
55796,10660,0,11022
2188,386,0,10824
32926,5804,0,10787
26299,4576,0,11020
47841,8933,0,10911
33016,5824,0,10918
45029,8358,0,10803
41499,7614,0,10764
51579,9713,0,10850
24144,4243,0,10717
18205,3203,0,10745
26387,4590,0,11004
4258,750,0,10797
26462,4601,0,10734
36470,6553,0,10787
13299,2339,0,11024
46490,8656,0,10836
1483,271,0,10882
17820,3139,0,11024
38431,6999,0,10750
14255,2509,0,10996
27629,4827,0,11020
50717,9528,0,10835
37606,6813,0,10730
37920,6883,0,10758
47479,8859,0,10802
44915,8331,0,10764
42015,7722,0,10755
11303,1991,0,10811
18514,3265,0,10777
21094,3744,0,10726
2747,476,0,10726
38369,6985,0,10726
19394,3421,0,10820
44070,8145,0,10764
23186,4094,0,11034
53324,10109,0,10840
13845,2434,0,11025
2192,386,0,10859
1803,326,0,10742
44361,8214,0,10947
31483,5506,0,10948
5853,995,0,10715
4310,758,0,10796
5619,959,0,10755
21048,3737,0,11027
54856,10465,0,10773
51181,9629,0,11026
23689,4179,0,10721
29246,5071,0,11019
2483,433,0,10715
47813,8929,0,10841
8351,1456,0,10717
49102,9198,0,10808
50108,9402,0,10820
22537,3994,0,10807
9723,1711,0,10752
27101,4738,0,10791
3300,579,0,10715
44378,8218,0,10715
17666,3115,0,11020
44172,8167,0,10744
49924,9362,0,10803
38597,7032,0,10840
19900,3518,0,10857
17,3,0,10726
28412,4932,0,11023
20281,3586,0,10717
42968,7911,0,10715
32916,5802,0,10801
1972,349,0,10724
22164,3930,0,11023
37334,6753,0,10727
47686,8910,0,10815
55790,10659,0,10742
2921,506,0,10714
50405,9464,0,10718
1011,189,0,10830
11181,1973,0,11027
45497,8461,0,10717
21541,3829,0,11024
48669,9104,0,10806
47073,8778,0,10789
30803,5364,0,10764
44617,8269,0,10734
43519,8025,0,10779
52908,10019,0,10803
26749,4660,0,10791
23803,4197,0,11023
15493,2722,0,10873
17542,3094,0,11022
17949,3157,0,11020
41780,7670,0,10929
49309,9235,0,10717
34890,6224,0,10787
36038,6454,0,10758
18884,3328,0,11020
13881,2439,0,10756
33546,5934,0,10759
35947,6431,0,10779
41032,7501,0,10825
1757,323,0,10753
4154,735,0,10760
48750,9119,0,10726
28980,5029,0,10996
3811,690,0,10820
49271,9228,0,10735
42693,7851,0,11024
18300,3221,0,11020
15755,2768,0,11021
41132,7532,0,10829
6301,1076,0,10734
22453,3976,0,11022
54741,10441,0,10764
10575,1882,0,11021
396,73,0,10774
39252,7153,0,10979
53475,10143,0,10743
43641,8047,0,10778
3768,678,0,10727
17352,3057,0,11023
54527,10387,0,10764
41871,7691,0,11022
8213,1419,0,10783
10018,1775,0,10922
27939,4864,0,11026
52789,9991,0,10734
1197,223,0,10750
31336,5476,0,10715
40174,7336,0,10734
50438,9469,0,10715
18857,3324,0,11017
52565,9935,0,10773
47316,8821,0,10717
45533,8471,0,10885
19479,3435,0,10899
29228,5068,0,11027
22169,3931,0,11025
50489,9482,0,10717
15370,2699,0,11023
49739,9327,0,10762
29545,5122,0,11020
7746,1341,0,10764
22917,4055,0,11025
22349,3963,0,10773
53335,10110,0,10873
40482,7397,0,11017
8651,1516,0,10815
21949,3894,0,11034
11184,1973,0,11023
40504,7402,0,10757
41547,7623,0,10735
16300,2861,0,11024
18882,3327,0,11022
17220,3032,0,11018
30159,5243,0,10908
41094,7520,0,10812
19416,3423,0,10806
10507,1869,0,10770
39721,7247,0,10755
50445,9471,0,10767
54012,10270,0,10724
38914,7087,0,10767
11729,2062,0,11022
44284,8195,0,10746
31354,5479,0,10882
44056,8141,0,10780
38906,7085,0,10917
36122,6472,0,10828
35458,6331,0,10940
9374,1648,0,10765
18158,3193,0,11019
52188,9847,0,10753
5343,917,0,10717
23714,4181,0,10786
19843,3507,0,10869
1149,215,0,10723
41870,7690,0,10718
23557,4157,0,11034
41342,7583,0,10766
10309,1835,0,10748
20912,3717,0,11021
7305,1251,0,10720
26242,4568,0,11026
17737,3126,0,11020
51292,9650,0,10773
52605,9945,0,10891
10970,1944,0,10795
49095,9198,0,10719
17179,3026,0,11020
23777,4192,0,11024
22019,3901,0,10758
18350,3232,0,11020
30912,5385,0,10755
16278,2856,0,11023
329,59,0,10764
20466,3625,0,11018
8839,1550,0,10797
3128,547,0,10764
30335,5272,0,10746
44796,8307,0,10765
53315,10108,0,10879
41869,7690,0,10715
28871,5008,0,11025
38108,6926,0,10884
31810,5567,0,10721
44382,8219,0,10903
52131,9833,0,10773
40134,7327,0,10732
40189,7341,0,10717
51722,9743,0,10850
14872,2610,0,11019
30841,5367,0,10882
50322,9445,0,10937
39437,7191,0,10787
11507,2025,0,11020
2162,385,0,10755
4363,768,0,10718
28911,5018,0,10853
7006,1191,0,10876
42932,7904,0,10886
43572,8036,0,10934
53237,10094,0,10861
24760,4339,0,11017
54446,10371,0,10786
45468,8457,0,10757
51300,9652,0,10726
13950,2450,0,11023
55080,10519,0,10715
50413,9465,0,10755
35289,6297,0,10811
41245,7561,0,10850
27004,4714,0,10716
10101,1792,0,10879
49178,9213,0,10914
44759,8302,0,10743
54674,10421,0,10717
49826,9345,0,10738
13657,2401,0,11027
38715,7050,0,10884
46169,8603,0,10980
33917,6014,0,10940
34696,6177,0,10828
31179,5446,0,10730
14411,2537,0,11021
51636,9723,0,10795
38818,7068,0,10940
5482,943,0,10715
53149,10078,0,10738
55910,10688,0,10718
3457,611,0,10815
28493,4947,0,11023
33982,6027,0,10794
29194,5062,0,11027
21936,3890,0,10745
52599,9944,0,10940
38174,6940,0,10727
27522,4807,0,10996
35700,6381,0,11017
43863,8097,0,10717
3626,646,0,10717
42651,7846,0,10753
4175,737,0,10837
2076,373,0,10727
6722,1146,0,10795
54093,10287,0,10890
41758,7663,0,10727
5382,926,0,10744
18221,3206,0,11021
24116,4238,0,11018
4361,767,0,10780
32910,5801,0,10912
34999,6246,0,10988
15076,2640,0,10753
29208,5064,0,11022
38699,7048,0,10840
52778,9989,0,10715
19531,3444,0,11027
30800,5364,0,10734
43601,8040,0,10806
43936,8114,0,11024
37938,6887,0,10888
28844,5003,0,11018
38997,7104,0,10828
40268,7356,0,10757
29,6,0,10733
8480,1479,0,10750
17451,3075,0,10996
3505,620,0,10741
54445,10371,0,10746
16808,2960,0,11017
33236,5870,0,10787
24111,4237,0,10803
14043,2468,0,10745
23428,4132,0,11023
40426,7384,0,10715
43745,8070,0,10856
43087,7936,0,10717
5767,979,0,10735
54958,10489,0,10764
14960,2622,0,11024
3418,606,0,10908
55092,10523,0,10764
94,18,0,10756
20723,3679,0,10850
28726,4989,0,11027
30829,5367,0,10862
54689,10426,0,10813
44910,8329,0,10779
15568,2735,0,10866
2964,514,0,10719
12448,2185,0,10889
41,8,0,10732
7824,1352,0,10735
15292,2685,0,10756
49888,9355,0,10795
17581,3102,0,11024
44706,8291,0,10825
14626,2570,0,10778
15456,2715,0,10890
22091,3916,0,10844
55289,10572,0,10847
1731,318,0,10764
26075,4546,0,11021
13201,2318,0,10839
11099,1963,0,10772
1891,339,0,10757
31870,5579,0,10727
15941,2798,0,10788
23313,4115,0,11027
16064,2816,0,11027
40222,7347,0,10811
11544,2032,0,10922
7895,1360,0,10794
21676,3852,0,10737
29205,5064,0,11021
28264,4907,0,11024
21714,3856,0,11023
27493,4799,0,11022
50305,9443,0,10717
31048,5415,0,10755
10991,1946,0,11023
6800,1156,0,10754
53085,10062,0,10885
29926,5195,0,10720
53281,10101,0,10803
550,95,0,10747
55934,10694,0,10882
38424,6997,0,10755
16318,2865,0,11026
8367,1459,0,10767
10505,1869,0,10715
26765,4664,0,10820
15835,2780,0,11023
41745,7661,0,10716
40214,7346,0,10765
3536,623,0,10901
23189,4094,0,11019
54951,10487,0,10717
55939,10695,0,10901
2692,466,0,10749
28235,4901,0,11020
4874,845,0,10765
43161,7951,0,11026
37979,6896,0,10755
4810,834,0,10825
44256,8189,0,10862
3760,676,0,10717
55772,10659,0,10870
39137,7129,0,10715
13256,2332,0,11026
31761,5560,0,10834
5143,898,0,10765
35126,6273,0,10979
37086,6697,0,10828
52464,9910,0,10734
28375,4926,0,10996
45776,8524,0,10753
4573,801,0,10766
37367,6761,0,10715
55552,10623,0,10801
52255,9863,0,10715
49374,9252,0,10717
3827,692,0,10908
13943,2449,0,11020
41974,7710,0,10889
52398,9894,0,10764
53054,10055,0,10966
8338,1453,0,10847
32022,5606,0,10715
21121,3748,0,11026
48161,9002,0,10843
52497,9918,0,10815
43689,8058,0,10757
11617,2045,0,11021
18886,3328,0,11023
18190,3200,0,11026
37178,6719,0,10988
28429,4936,0,11019
55340,10583,0,10886
25358,4435,0,11018
39018,7110,0,10785
27575,4818,0,10715
30125,5239,0,10726
54056,10280,0,10901
50278,9438,0,10773
17493,3085,0,11017
22300,3954,0,11026
51148,9623,0,10777
46702,8707,0,10803
47699,8911,0,10735
25049,4383,0,11027
48994,9177,0,10812
29682,5145,0,10975
32890,5796,0,10960
24952,4366,0,11021
23210,4097,0,11017
5396,928,0,10898
246,43,0,10735
4399,774,0,10718
54343,10347,0,10753
43761,8074,0,10854
50192,9422,0,10764
11292,1989,0,11022
27010,4715,0,10717
28094,4885,0,11024
5375,924,0,10797
50945,9577,0,10728
25625,4472,0,10781
29158,5057,0,11026
36626,6591,0,10940
10968,1943,0,10745
50863,9562,0,10943
40389,7378,0,10717
48977,9173,0,10835
38242,6957,0,10764
17764,3129,0,11022
42304,7774,0,10715
3862,692,0,10870
41492,7612,0,10876
27474,4794,0,10717
51328,9661,0,10758
30679,5343,0,10876
13516,2376,0,10851
38677,7044,0,10787
12222,2149,0,11022
21293,3780,0,10909
10189,1812,0,10990
37257,6736,0,10806
21998,3900,0,10795
20248,3582,0,10751
10143,1802,0,10773
33047,5832,0,10715
10405,1852,0,10727
54787,10452,0,10885
51864,9775,0,10753
26770,4665,0,10806
32849,5785,0,10940
7120,1212,0,10726
21108,3746,0,10724
2903,502,0,10796
35504,6341,0,10988
39869,7282,0,10778
12902,2261,0,11019
24177,4249,0,10996
42495,7818,0,10715
37817,6859,0,10717
19601,3458,0,10897
38821,7068,0,10979
50213,9426,0,10820
45207,8396,0,10928
21636,3847,0,11034
26397,4592,0,10858
34490,6130,0,10807
51685,9735,0,10715
3285,576,0,10896
11360,2002,0,10757
9643,1700,0,10715
50478,9479,0,10770
54323,10342,0,10859
15557,2734,0,10812
51820,9764,0,10756
27800,4850,0,11021
34960,6240,0,10809
46291,8620,0,10734
13329,2344,0,10809
53339,10111,0,10940
34823,6208,0,10876
32865,5789,0,10801
19232,3395,0,10716
13737,2413,0,11024
596,104,0,10780
24285,4268,0,11020
21968,3895,0,11023
55327,10582,0,10793
36761,6623,0,10808
25236,4413,0,11023
40509,7402,0,10862
16887,2971,0,11022
49114,9200,0,10789
10647,1894,0,11022
17975,3160,0,11023
50968,9581,0,11006
16705,2941,0,10814
45147,8383,0,10744
13248,2330,0,11023
24225,4258,0,11026
2085,375,0,10727
45441,8451,0,10718
49844,9348,0,10848
10955,1941,0,11018
34576,6149,0,10940
40821,7465,0,10795
10666,1897,0,11019
12020,2113,0,11027
54313,10340,0,10727
41669,7648,0,10882
29294,5081,0,11034
46001,8568,0,10737
1211,224,0,10774
10232,1821,0,10910
29770,5164,0,10714
24883,4355,0,11023
45799,8527,0,10717
386,71,0,10732
48107,8987,0,10740
880,160,0,10756
43735,8068,0,10766
46211,8606,0,10744
46189,8603,0,10891
45186,8392,0,10771
32149,5632,0,10803
33542,5934,0,10937
18242,3210,0,11020
19163,3377,0,10726
45692,8506,0,10802
35918,6430,0,10850
23266,4107,0,11022
2933,508,0,10773
41139,7535,0,10812
42827,7884,0,10938
50266,9437,0,10795
28144,4890,0,11026
41258,7565,0,10734
43442,8007,0,10841
23284,4110,0,10806
35909,6430,0,10719
26411,4596,0,11010
11900,2093,0,11023
44390,8221,0,10757
49263,9226,0,10789
33450,5916,0,10755
49418,9265,0,10758
41413,7598,0,10773
15706,2759,0,11017
39057,7115,0,10800
54014,10270,0,10794
52862,10007,0,10734
1333,241,0,10720
5437,934,0,10898
6711,1144,0,10716
50313,9445,0,10797
39727,7249,0,10755
14636,2572,0,10996
7607,1310,0,10734
55520,10618,0,10835
35376,6313,0,10940
18880,3327,0,11023
51732,9745,0,10935
35636,6367,0,10726
22680,4015,0,11022
14439,2541,0,10765
10818,1917,0,11024
7717,1334,0,10724
19050,3358,0,11027
8414,1465,0,10714
7635,1315,0,10720
47235,8805,0,10938
30191,5247,0,10808
32345,5671,0,10880
53675,10192,0,10717
6349,1086,0,10754
13643,2398,0,10803
53386,10122,0,10796
50640,9510,0,10841
54617,10409,0,10815
53031,10050,0,10745
23670,4176,0,11020
17112,3013,0,11023
38785,7062,0,10840
50456,9473,0,10806
34904,6227,0,10956
50198,9423,0,10717
15452,2715,0,10814
32597,5728,0,10994
15424,2710,0,10717
41463,7608,0,10716
36156,6481,0,10979
5254,902,0,10794
50393,9461,0,10734
50202,9424,0,10754
49038,9185,0,10727
18186,3199,0,10801
3216,562,0,10735
46548,8671,0,10717
26014,4538,0,11025
55551,10623,0,10828
32205,5643,0,10781
31794,5564,0,10815
5167,902,0,10833
32657,5739,0,10766
41187,7550,0,10753
37736,6841,0,10979
4503,790,0,10827
43617,8042,0,10779
3590,636,0,10740
17548,3095,0,10843
30848,5370,0,10778
41236,7560,0,10717
55260,10566,0,10803
13989,2457,0,10996
13861,2436,0,11022
228,42,0,10715
21923,3887,0,11022
26232,4567,0,10900
42592,7834,0,10850
26057,4543,0,11025
25844,4504,0,11020
31512,5514,0,10764
28101,4886,0,11027
48854,9144,0,10764
523,92,0,10771
48237,9018,0,10829
35576,6353,0,10787
7808,1350,0,10792
46557,8672,0,10994
10015,1775,0,10802
17829,3141,0,11017
9734,1712,0,10861
43673,8056,0,10734
1084,204,0,10908
10223,1820,0,10922
52217,9853,0,10835
37497,6791,0,10787
43497,8019,0,11017
42247,7763,0,10882
21668,3852,0,10843
6268,1071,0,10734
37217,6729,0,10787
23615,4165,0,11023
53111,10069,0,10746
13113,2301,0,10786
47596,8888,0,10720
20848,3704,0,11018
28384,4928,0,10756
49484,9279,0,10726
11517,2026,0,11023
21067,3739,0,10717
19393,3421,0,10717
45349,8428,0,10835
37769,6848,0,10900
14742,2590,0,11021
53168,10083,0,10878
29066,5040,0,11024
34829,6209,0,10787
49027,9182,0,10723
45880,8544,0,10757
54203,10314,0,11047
13030,2284,0,11024
3451,610,0,10908
33640,5954,0,10765
34907,6228,0,10908
372,70,0,10743
28755,4992,0,11019
38323,6975,0,10787
1300,237,0,10734
55278,10569,0,10773
42607,7837,0,10743
48355,9043,0,10762
27810,4851,0,11027
24630,4322,0,11022
41834,7682,0,10871
12080,2122,0,11020
43664,8054,0,10812
47889,8944,0,10727
7024,1195,0,10929
8114,1392,0,10806
3313,582,0,10843
28179,4894,0,11024
54034,10276,0,10715
31690,5545,0,10734
54705,10430,0,10716
23772,4192,0,11026
17467,3079,0,10717
25228,4412,0,11027
12250,2154,0,10996
38813,7066,0,10736
11132,1966,0,11020
25440,4450,0,10841
47404,8843,0,10717
4212,742,0,10750
12684,2223,0,10734
6303,1077,0,10747
2168,386,0,10796
24776,4341,0,10738
12704,2226,0,10893
8137,1397,0,10803
33154,5851,0,10795
902,166,0,10801
38326,6976,0,10734
30565,5317,0,10717
33319,5889,0,10940
41863,7688,0,11024
29192,5062,0,11019
4469,783,0,10914
52301,9872,0,10754
41291,7572,0,10718
44904,8328,0,10732
35622,6364,0,10843
22252,3945,0,10744
53714,10198,0,10859
1805,327,0,10717
22908,4053,0,11021
21064,3739,0,10758
1155,216,0,10734
29764,5163,0,10780
37112,6702,0,10988
50771,9541,0,10721
29333,5087,0,11027
37413,6773,0,10940
42346,7784,0,10742
6147,1045,0,10837
55255,10564,0,10715
39909,7290,0,10979
26812,4674,0,10820
2327,404,0,10820
42109,7739,0,10743
48164,9003,0,10922
49221,9219,0,10768
46572,8677,0,10757
26623,4638,0,10714
26086,4548,0,11025
14395,2535,0,11023
40001,7304,0,10759
7092,1209,0,10762
24585,4318,0,11023
17079,3008,0,11023
29537,5120,0,10996
25340,4432,0,10843
6495,1110,0,10747
48312,9034,0,10882
44595,8265,0,10764
9320,1643,0,10718
8459,1473,0,10736
7975,1368,0,10808
51914,9788,0,10827
7328,1256,0,10715
28503,4949,0,10748
6315,1080,0,10726
12600,2210,0,11021
16199,2842,0,11022
13692,2406,0,11017
44226,8181,0,10764
10204,1815,0,10850
18030,3171,0,11019
8029,1378,0,10846
22995,4066,0,11025
44043,8139,0,11024
5759,978,0,10756
37612,6815,0,10940
31687,5545,0,10820
50800,9548,0,10734
13529,2379,0,11020
38051,6913,0,10717
22245,3943,0,10754
5062,882,0,10880
15732,2763,0,11022
27712,4837,0,10803
1150,215,0,10715
29730,5156,0,10715
38272,6963,0,10979
45469,8457,0,10718
1387,253,0,10715
35330,6304,0,10787
2491,435,0,10718
12638,2216,0,11024
44522,8249,0,10764
35214,6294,0,10795
45620,8495,0,10725
27998,4874,0,11021
24166,4246,0,11019
26805,4672,0,10797
7279,1246,0,10735
26700,4650,0,10821
46785,8720,0,10851
7573,1303,0,10766
9116,1598,0,10813
17048,3002,0,11020
54466,10375,0,10848
41918,7701,0,10764
38902,7085,0,10842
44736,8295,0,10717
3679,659,0,10843
1973,349,0,10825
47779,8928,0,10715
36694,6609,0,10787
40454,7390,0,10744
21848,3872,0,10996
5857,995,0,10727
20986,3726,0,11024
6620,1125,0,10795
38122,6930,0,10876
36140,6477,0,10979
6083,1038,0,10728
10282,1832,0,10780
14559,2560,0,11020
2619,454,0,10744
6219,1062,0,10715
1157,216,0,10757
46684,8704,0,10743
45810,8529,0,10717
40593,7419,0,11024
7164,1222,0,10727
46797,8722,0,10797
54212,10317,0,10717
53216,10090,0,10734
17417,3068,0,11018
11797,2074,0,10735
42103,7738,0,10880
30691,5345,0,10714
50054,9389,0,10764
26531,4617,0,10791
19654,3467,0,10764
14926,2618,0,11017
49244,9225,0,10756
45555,8477,0,10750
38238,6955,0,10716
49237,9223,0,10764
40032,7307,0,10825
2248,391,0,10802
28590,4966,0,10780
24502,4305,0,11027
47601,8889,0,10798
8235,1426,0,10794
51903,9785,0,10734
49830,9345,0,10947
13405,2357,0,11022
5898,1001,0,10714
32327,5667,0,10746
8177,1408,0,10815
53364,10117,0,10765
